facility_name,specialty,procedures,equipment,capability,is_suspicious,suspicion_reason,unique_id
"Claron Health International – No 2, Dodi Link, Between Volta Street and Akosombo Road, Airport Residential, Accra, Ghana",internalMedicine,"['Walk-in OPD offering treatment services, follow-up care and laboratory tests', 'Specialist consultations in Urology, Gynecology, Physiotherapy, Paediatrics, and Nutrition & Diet', 'Eye Care Center and Dental Center are available', 'Molecular and Diagnostic Center offers molecular lab tests for infectious diseases', 'All major laboratory testing with same-day results', 'Emergency Care with a fully equipped vehicle for rapid medical response', 'Remote Site Medical Services provide onsite clinics for mining, factories and remote sites', 'Worksmart program includes field audiometry, ECG, spirometry, eye exams, mobile X-ray and drug screening; 24-hour results with doctors’ comments', 'Vaccination-in-a-Box provides international vaccination center and travelers clinics', 'Oil & Gas Services Medsev offers offshore medical examinations, certifications to work offshore and Medevac/Evacuation services']","['Eye Care Center', 'Dental Center', 'Molecular and Diagnostic Center', 'Fully equipped vehicle']","['Walk-in OPD', 'Specialist consultations', 'Eye Care Center', 'Dental Center', 'Molecular and Diagnostic Center', 'Emergency Care', 'Remote Site Medical Services', 'Worksmart program', 'Vaccination-in-a-Box', 'Oil & Gas Services Medsev']",False,,10541f6d-5d7c-4f84-b5b4-a8feaeea5c54
COA Research & Manufacturing,familyMedicine,[],[],[],False,,5f94a755-e200-4176-8827-db401cc0b35e
Comboni Centre Onlus,internalMedicine,[],[],[],True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,88e88f06-9690-4098-a3ce-9ee27984d31e
"Comboni Hospital, Sogakofe",internalMedicine,[],[],[],True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,c2833394-95f3-46aa-94ee-bb568fcfceee
Community 22 Polyclinic,familyMedicine,"['Ultrasound Scan', 'Family Planning Services', 'Eye clinics', 'ENT', 'CWC', 'Maternity ward', 'Out Patient Department']",['Ultrasound Scan'],"['Always open', 'Eye clinics operate Monday to Friday from 8:00am to 3:00pm']",False,,9604eaaf-3315-4e0d-a8e4-b7eb5dd41cac
Community Dental Practice,dentistry,['dental services'],[],[],False,,b592415a-e354-4105-9e93-329789caae98
Core Care Diagnostic Centre,internalMedicine,"['Offers home nursing services', 'Provides health screening services', 'Provides health education services']",[],"['Offers home nursing services', 'Provides health screening services', 'Provides health education services']",True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,0fa1790a-7a38-494a-8806-cedc0f36bc97
Cosmopolitan Medical Centre,generalSurgery,"['surgeries', 'maternity', 'pharmacy', 'optical care']",[],"['Provides comprehensive medical care including surgeries, maternity, pharmacy and optical care', 'Always open']",True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,960a9f2e-72c6-438a-87f8-b6979adf8dae
County Hospital Ghana,internalMedicine,[],[],[],True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,06d1a159-a6ab-4c6c-8166-ba93e85fdab1
County Hospital Ghana,internalMedicine,[],[],[],True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,d1fde218-e817-4fc5-8560-4711c73fee02
Craddle Care Maternity Hospital Trust,gynecologyAndObstetrics,[],[],[],True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,5f692d7d-c5c9-4d30-9be6-60eac1e6f83f
Crown Medical Centre Ghana,dentistry,['Offers dental services'],[],[],True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,0d076fd2-12de-41b5-a40c-76d56eb7e6c1
Crystal Eye Clinic,ophthalmology,"['Frames & Lenses', 'Yag Laser Capsulotomy', 'Eye Surgery', 'Refraction', 'Cornea Transplant', 'Visual Field Test']",[],[],False,,59e70adb-79dd-4623-aeb6-b62b725483b6
Crystal Eye Clinic Ghana,ophthalmology,[],[],[],False,,41084422-a8b6-4fab-bfa8-2226d427277b
Cura Healthcare Services,internalMedicine,"['Offers mobile/home diagnostic services', 'Offers doctor consultations']",[],"['Founded in 2020', 'Headquartered in Accra, Greater Accra, Ghana', 'Self-owned company', 'Primary location: Accra, Greater Accra 00233, GH', 'Has 2-10 employees']",False,,06db833f-3808-4b7d-8a9c-f4cdd1dc8ea6
Daffiama Health Centre,internalMedicine,[],[],[],True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,9fcbf2e8-2e38-426c-b33a-3d94f6549c3a
Dakopon Hospital,generalSurgery,"['general medicine', 'general surgery', ""women's health"", 'obstetrics and gynecology', 'family planning', 'child health', 'child welfare clinic', 'laboratory', 'ultrasound', 'home care services']",[],"['Dakopon Hospital is open 24/7', ""Offers services including general medicine, general surgery, women's health, obstetrics and gynecology, family planning, child health, child welfare clinic, laboratory and ultrasound, and home care services""]",True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,b5142559-6803-4936-8e5b-64cc0c5a4f6e
Dakopon Hospital,generalSurgery,[],[],[],True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,530ac3a9-76b2-4bc7-8dae-17beb5d1f249
Dakopon Specialist Hospital,internalMedicine,"['general medicine', 'general surgery', ""women's health"", 'obstetrics and gynecology (OBGYN)', 'family planning', 'child health', 'child welfare clinic', 'laboratory', 'ultrasound', 'home care service']",[],['Open 24 hours a day'],True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,ac663aea-39ca-4aed-aa84-25a8e31b9459
Daksa Dental Clinic,dentistry,[],[],[],False,,de848c00-0dd7-435f-84af-7ef18907f94d
Dande Natural Herbal Clinic,familyMedicine,[],[],[],False,,4bf2aca7-c7a4-49b0-b268-9c4510daaa7e
Dangme WEST Hospital Complex,internalMedicine,"['general hospital services', 'lab test']",[],['general hospital services'],True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,15cc5dd9-6b22-4649-8780-16fa10f0d32c
DANK Natural Healthcare Complex,familyMedicine,"['Certified herbal center and clinic approved by Ministry of Health', 'regular checkups']",[],"['Certified herbal center and clinic approved by Ministry of Health', 'Certified herbal center and clinic approved by Ministry of Health']",False,,9878f275-5678-44cb-8140-2c19de93f060
Danpong HealthCare,generalSurgery,"['Imaging', 'General Clinic', 'ENT', 'Medical Lab', 'Pharmacy', 'X-ray', 'Urology', 'Paediatrics', 'Dietician', 'Diabetic & Hypertensive Clinic', 'Dental Clinic', 'Psychologist', 'Optometry & Optical Services', 'Orthopedic Clinic']",['X-ray'],"['Has 5 branches (noted as 5 BRANCHES AND COUNTING)', 'Spintex and Nungua branches provide 24/7 support', 'Ambulance service for pre-hospital emergency care', 'Pharmacy provides 24-hour service', 'Offers clinics/departments including Imaging, General Clinic, ENT, Medical Lab, Pharmacy, X-ray, Urology, Paediatrics, Dietician, Diabetic & Hypertensive Clinic, Dental Clinic, Psychologist, Optometry & Optical Services, Orthopedic Clinic', 'Danpong on Wheels provides homecare services', 'Danpong App available on Google Play and Apple App Store', 'Accepts insurance from over 30 local and international providers']",False,,317d2217-3dc4-4ef8-ba0a-631af3a87258
Danpong Healthcare,familyMedicine,[],[],[],False,,8035306c-d666-4471-b9a1-d9b43806e81f
Dar-Bem Clinic,familyMedicine,[],[],[],False,,66e6c4fe-5f65-4703-8712-d51db5d095c8
Dare Labs,internalMedicine,[],[],[],False,,c1dfcf4b-2025-4d2c-9c5a-b00eb56afa06
Datmac Laboratory Services,internalMedicine,[],[],[],False,,3cd1c5fb-6e59-4d79-901c-402bcb3dab80
Datwell_Medical,familyMedicine,[],[],[],False,,409d7dee-81be-421a-b9e1-3351b1bf04f0
De Santi Dental Clinic,dentistry,[],[],[],False,,6a076177-5c35-4263-9cab-e07aa0313e53
DEL Dental and Implant Clinic,dentistry,[],[],[],False,,d994a0d9-09b9-462d-92bf-3c784d22ffbc
DEL International Hospital,internalMedicine,"['24/7 emergency department with ambulance rapid response', 'Offers online consultations', 'On-site 24-hour pharmacy', 'Laboratory services operate from 8:00 AM to 8:00 PM', 'Fertility Center with IUI procedures']",[],"['24/7 emergency department with ambulance rapid response', 'Offers online consultations', 'On-site 24-hour pharmacy', 'Laboratory services operate from 8:00 AM to 8:00 PM', 'Fertility Center with IUI procedures']",True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,ae6f8d14-7dc4-47d8-a703-b202a12e2fd8
"Dental Service - Dzorwulu, 1st Osu Badu Street, Accra, Ghana",dentistry,[],[],[],False,,f5f936ac-7a6b-42e0-8d29-6e64fea9a495
DerArt Dental Clinic,dentistry,[],[],[],False,,c2a7e899-fadc-4b33-901d-d7fea6cd1bc1
Deseret Hospital Accra Ghana,generalSurgery,"['Dental', 'Maternal & Child Healthcare', 'General Surgery', 'General Out Patient', 'Diabetic Clinic', 'Family Planning', 'Laboratory', 'Physiotherapy', 'National Health Insurance Services']",[],"['Has served Ghana since 1979', 'Vision: To become the best healthcare service provider in West Africa and beyond', 'Mission: To provide quality accessible healthcare for all patients irrespective of race, color, creed, tribe, tradition or gender', 'Offers National Health Insurance Services']",True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,d062ff9a-29aa-4216-be68-86ac9382cd52
Destiny Hospital,internalMedicine,[],[],[],True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,25423a17-d363-4bae-b5ab-4d2541e5c363
Dexter Medical Centre,familyMedicine,"['Provides world-class primary and specialist healthcare services', 'Offers primary and specialist healthcare within the family and community context']",[],"['Provides world-class primary and specialist healthcare services', 'Offers primary and specialist healthcare within the family and community context']",True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,9ab958ea-5515-4396-9877-d17dac070f3e
Diabetes Youth Care,pediatrics,[],[],[],False,,6bfa8cb7-d65c-4ff6-9eb5-0e1f7147f5b0
Diabetes Youth Care,pediatrics,"['Offers diabetes education and medical support to improve the quality of life of young people and families affected by diabetes.', 'Targets Ghanaian youth with diabetes under 30 years old to be full members.', 'Allows parents and guardians with children under 30 to register their wards as full members.', 'Allows health professionals with clients under 30 living with diabetes to register them on the website.', 'Has an associate membership for individuals over 30 living with diabetes.', 'Hosts monthly meetings in the Western Region, Central Region, Greater Accra Region, and Ashanti Region.', 'Educates T1 and T2 diabetics on nutrition and eye care.']",[],[],False,,0015f7b7-3d0a-4d83-bfaa-57e4a9b1f3b1
Diabetes Youth Care,pediatrics,[],[],[],False,,42f7dafd-f08e-4e37-b64b-a297d00884d2
Digestive Diseases Aid,familyMedicine,[],[],[],False,,048f35b1-d3b5-41e1-b603-1e475e03c8cc
Divine Mother and Child Foundation -DMAC,pediatrics,[],[],[],False,,7fc6be69-3a76-4177-87c9-686101c3c00a
Divine Sanitas Medical Center,internalMedicine,[],[],[],False,,c9ee20f0-88b7-4f6b-a31d-ef8f8880f7a6
Divine Smile Dental Care,dentistry,[],[],[],False,,84b40f0a-f860-4881-b7cd-557ea24c21fd
Divine Trinity Health Center,internalMedicine,[],[],[],False,,a8c9779f-7f0c-467f-88ce-fa380eee3cea
Doctore Opoku Hospital (Kumasi road),internalMedicine,[],[],[],True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,3e51344b-ee46-4d7e-9bba-3ed62c99cbb4
"Doctors in Service Clinic - Abura, Cape Coast, Ghana",familyMedicine,[],[],[],False,,e040d3d3-7f89-462c-928f-9d10688223fc
Dokrochiwa Health Centre,internalMedicine,[],[],[],True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,515b14f8-fca8-49bd-b112-c5a6498d52f6
Doku Memorial Clinic,internalMedicine,[],[],[],False,,07a76608-9bd9-4ffc-a497-656b9dc57eb8
Dominase Adventist Hospital,internalMedicine,[],[],[],True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,884d90d2-2883-4212-b68a-357b195df83d
DomLey Herbal Center,familyMedicine,[],[],[],False,,0f07f83d-159f-4603-936c-bdd8d17269a6
Dompim Health Centre,internalMedicine,[],[],[],True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,b6e016e8-87b6-4542-acfe-11079c3c3ee2
Donkorkrom Presby Hospital,internalMedicine,[],[],[],True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,5f1bf751-84f2-4a8b-907c-705a27a02650
Dormaa Presbyterian Hospital,internalMedicine,[],[],[],True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,f8069035-bd0e-42b8-800d-1a101fc1d504
Dormaa Presbyterian Hospital,internalMedicine,['general services'],[],[],True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,c560e77d-8f43-45cb-b385-4ef380b5f88f
Dr. Awuah Sankofa Natural Health Clinic,internalMedicine,['treats and manages all kinds of diseases'],[],"['herbal clinic with modern diagnostic centre', 'online booking available']",False,,3efc6a68-3110-46ad-969a-28b7b8e45518
Dr. Martin Curry Dentistry,dentistry,"['Digital X-ray (OPG, Periapical, Bitewing)', 'Scaling & Polishing', 'Comestic Surgery']",[],['Dental clinic'],False,,57bc81f3-7cdd-4446-b185-cb18196caad6
Dr. Power Herbal Clinic TV,familyMedicine,"['spiritual healing', 'physical healing', 'treats stroke', 'treats hepatitis B', 'treats fibroid', 'treats asthma', 'treats diabetes']",[],"['based in Accra, Ghana', 'provides spiritual and physical healing for illnesses', 'treats stroke, hepatitis B, fibroid, asthma, and diabetes']",False,,de460bca-ee0c-43f6-90e6-61dc1c9f27cd
Dreams Fertility And Alt Clinic,gynecologyAndObstetrics,"['fertility treatments', 'herbal medicine', 'reflexology therapy', 'nutrition related services']",[],[],False,,469d7f77-38a6-4fa1-bb92-fd3c992f5e4f
Dreams Fertility Clinic,gynecologyAndObstetrics,[],[],[],False,,04bd1ef3-ec3e-4375-8a94-2f5924baabab
Drifney Dental Services,dentistry,[],[],[],False,,c7a68669-7fd5-412c-92e9-f4d7b324daed
Dungu,familyMedicine,[],[],"['Dungu operates as a health professional training facility in Tamale, Ghana', 'Open 24/7 (Always open)']",False,,7d512eb1-9cf1-4cd0-ad8b-59495d67b0e6
Dunkwa Municipal Hospital,internalMedicine,[],[],[],True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,65739265-3594-4acd-a6fe-ce9bdec2ae49
E.M. Ayisi Medical Centre,emergencyMedicine,[],[],[],True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,93bfbdf3-35b6-43ed-adbc-f6d0db5a07f6
"Eastern View Skin Clinic, Berekum",familyMedicine,"['scar removal', 'stretch marks treatment', 'keloid treatment', 'tattoo removal', 'dark spot treatment', 'facials', 'hyperpigmentation treatment']",[],[],False,,c5e47daf-370e-4841-a7ab-db223081430c
Eastside Life Hospital,generalSurgery,"['Ophthalmologist', 'Anesthesiology', '4D Ultrasound', 'X-Ray', 'ECG', 'General Practitioner (GP)', 'Cardiotocography (CTG)', 'CT Scan']","['X-Ray', 'ECG', '4D Ultrasound', 'CT Scan']","['Pediatrics department', 'Internal Medicine department', 'Radiology department with X-Ray and CT capabilities', 'Sonography (Ultrasound) department', 'Anesthesiology services', 'General Practitioner (GP) services', 'Ophthalmology services']",True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,d0d7baba-c2f0-49e1-bee1-52544ab83f78
Eden Specialist Hospital,internalMedicine,[],[],[],True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,78e2ee2e-1ac0-4c43-9a9e-8b6ab2fd529e
Ef-Dek Ear Center,internalMedicine,[],[],[],False,,ae07181b-9d69-4772-8ab9-a336dbc60a65
Effiduase Govt. Hospital,internalMedicine,[],[],[],True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,d29852ca-c8f9-4976-9e08-1f8adb4ae080
EGAM CLINIC,familyMedicine,[],[],['NHIS accredited: yes'],False,,a8da84f9-3e55-4a3d-b647-0daf1162228c
Egon German Clinic,internalMedicine,[],[],[],False,,0844f480-c975-4819-b053-713d72bcb005
Ejura District Hospital,internalMedicine,['general services'],[],"['NHIS accredited', 'Open 24 hours daily (Monday through Sunday)']",True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,05168fc9-cf0e-4bfc-bd48-2e2e03191631
Elpis Wound Care Center,familyMedicine,[],[],[],False,,8a811b0f-4848-4efc-8fa7-1fbc16f39341
Elubo Health Center,familyMedicine,[],[],[],False,,65c17c2e-5f0f-4c51-9e1a-ddbfdfa3e1ba
Emmanuel Eye Clinic - Shiashie,ophthalmology,[],[],['Open 24/7'],False,,5aa8364d-8ebf-414a-9c2e-b86aad1a8cb3
Emofra Africa,pediatrics,[],[],[],False,,08fce5f3-293c-4283-b757-a5c1479fa601
Empat-Caiquo Medical Centre - Adjacent SOS Children,internalMedicine,[],[],[],True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,1905a595-277e-4204-817e-9dac3f2d30f7
Enchi Government Hospital,internalMedicine,[],[],"['Operates as a primary care municipal hospital', 'Open 24/7']",True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,d5ff4c26-e397-424e-ab43-1b9282fc094c
Enchi Government Hospital,internalMedicine,[],[],[],True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,da3b5c21-1ec2-4545-936d-b9648b6116c7
Eric Heymann Memorial Hospital,internalMedicine,[],[],[],True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,7fa590a5-f64b-480d-8fb2-f44db75b5196
Essandoh Memorial Clinic,familyMedicine,[],[],"['Private clinic in Western, Airport Ridge, Ghana']",False,,a97d7edf-a243-4aff-a55b-7ad42c67e5ea
Essence Medical Laboratory,familyMedicine,['health checkup packages'],[],"['Jointly established with TCM Hospital Of Sichuan Province and Hospital Of Chengdu University Of TCM', 'Strategic partner of Di Rui Medical Technology Co. Ltd', 'Offers health checkup packages', 'Maintains quality assurance with experienced professionals and regulatory compliance']",False,,41b774fa-3b7c-411c-93fa-f5762554c525
Essence Medical Laboratory,internalMedicine,[],[],[],False,,cf67aa2c-8a62-4371-bf8d-e0682614622e
"Evangelical Church of Ghana Hospital, Kpandai",internalMedicine,[],[],[],True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,5a2ed130-fd0c-4f28-9ecb-3765ce30a8fd
"Ever-Youth Alternative Health Center (South Suntreso off Cambridge School, Kumasi, Ghana)",familyMedicine,[],[],[],False,,8b2a7c49-5767-4de7-9275-529f5cb43c4f
Evergreen Natural Wellness Clinic,familyMedicine,[],[],[],False,,d8b78971-5d18-4d9f-a144-606ee47b59a8
Evergreen Opticals,familyMedicine,[],[],[],False,,be83b1cc-9dba-484c-a7b8-85b9fb397ddd
"Evergreen Opticals - Burma Camp, Recce Junction",dentistry,[],[],[],False,,3bc0b5c0-a286-4c85-a900-d59326c2c82a
Excel Dental Clinic,dentistry,"['Oral Health Consultations', 'comprehensive dental services']",[],"['Offers Oral Health Consultations and comprehensive dental services with emphasis on prevention', 'Has certified dentists']",False,,80d3ce46-0c96-4d88-ad46-e3c738b7495e
"Excel Dental Clinic - Abofu Traffic Lights, Achimota, Accra, Ghana",dentistry,[],[],[],False,,9d11e1fe-2d4c-4c38-abb6-cc06e7dc5e8d
Excellent EyeCare Ghana,ophthalmology,"['Offers comprehensive eye examinations and diagnostic services', 'Participates in World Glaucoma Week 2025 to promote glaucoma awareness']",[],['Offers comprehensive eye examinations and diagnostic services'],False,,90404239-fb13-4303-9f21-18d75bdb4e28
Executiveheartcentre_Social,cardiology,[],[],[],True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,121a85c7-24d5-43a8-b946-d7ae4a3ac8a5
Eye Hospital In Accra,ophthalmology,"['Diabetic Retinopathy', 'Retinal Detachment', 'Glaucoma', 'Cataract', 'Cornea', 'Retina', 'General Ophthalmology', 'Refractive Surgery', 'Neuro Ophthalmology', 'PDEK', 'Paediatric Ophthalmology', 'Anti VEGF Agents', 'Cosmetic Oculoplasty', 'Medical Retina', 'Ocular Oncology', 'Opticals', 'Pharmacy', 'Therapeutic Oculoplasty', 'Vitreo-Retinal']",[],"['Online appointment booking is available', 'Opening hours: Mon-Fri 8AM-5PM; Sat 8AM-12PM', 'Head of Clinical Services (Accra): Dr. Asiwome Kwesi Seneadza', 'Dr. Akosua Badu Mensa Bonsu and Dr. Nasath Tarboush are General Ophthalmologists practicing in Accra']",True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,1f1c65e2-6178-43dd-b11c-e041ca92f1cc
Eye To Eye Clinic,ophthalmology,"['general eyecare & examination', 'optical services', 'eye surgery', 'eye diagnostics', 'rehabilitation', 'general dental services']",[],"['eye surgery', 'eye diagnostics', 'rehabilitation']",False,,67990c35-fc67-4e60-94db-96a4715b4a6b
FAB Mercy Dialysis Center,familyMedicine,['Dialysis Services'],[],[],False,,630e04e0-5a69-49d9-a5e4-816076c16f4c
Faith Evangelical Mission Hospital,generalSurgery,"['Obstetrics/GYNAE', 'Urology Clinic', 'Antenatal Clinic', 'ENT Clinic', 'Eye Services', 'Physician Specialist', 'Home Care Services', 'Ultra Scan Services', 'ECG Services', 'Dental Clinic', 'Pharmacy', 'Out Patient', 'In Patient/Admissions', 'Surgery']",['on-site laboratory'],"['Open seven days a week, 24 hours a day', 'Offers 24-hour walk-in medical care for adults and children', 'Has an on-site laboratory', 'Accepts all major insurance plans', 'Maintains short waiting times', 'No appointment is needed']",True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,63b8a5f7-0f9b-4fe9-8adc-9921fb1eb3f8
"Faith Valley Clinic - Tarkwa, Ghana",familyMedicine,[],[],[],False,,ce6f5979-86ba-463f-b349-2b895d63c7c3
Family Health Centre,familyMedicine,[],[],[],True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,566f3a2a-4f65-486e-8ffd-d911156f1129
Fankyenebra Hospital,generalSurgery,"['Offers general outpatient department (OPD) services', 'Provides inpatient admission services', 'Provides surgical services', 'Offers psychological therapy (counselling) services', 'Offers ultrasound services', 'Provides physiotherapy services (massage)', 'Provides obstetrics and gynecology services', 'Provides on-site laboratory services', 'Offers eye clinic services']",['ultrasound'],"['Provides 24-hour services', 'Provides inpatient admission services', 'Provides surgical services', 'Provides obstetrics and gynecology services', 'Provides on-site laboratory services', 'Offers eye clinic services']",True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,0266a3a9-7bf5-4376-8993-ad075c71b966
Finney Hospital and Fertility Centre,generalSurgery,[],[],[],True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,72a309d3-1c0e-4ac7-97ff-d9a16b28a27a
Finney Hospital and Fertility Centre,internalMedicine,[],[],[],True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,a748ccb5-471f-420c-bfbc-d49dfae110fe
Fire Medical Centre - Ghana,internalMedicine,[],[],[],True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,1230da44-0d9d-467f-aaaf-f0dd77564f01
First Care Hospital,internalMedicine,[],[],[],True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,5f992783-7813-4996-935a-6a1d97b616bb
First Care Hospital,internalMedicine,[],[],[],True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,df990b1f-92ff-4318-b6f5-05753e25d42f
First Intervention Ghana,emergencyMedicine,[],[],[],False,,6e14dfc9-60da-4f5d-8d75-7552a541459d
FirstCare Health Services,internalMedicine,"['Renal Dialysis', 'Internal Medicine', 'Obstetrics and Gynaecology', 'ENT', 'General Surgery', 'Pediatrics', 'Psychiatry and Psychotherapy', 'Ultrasound', 'ECG', 'Holter Labs']",[],['Renal Unit on site'],False,,8e303e3f-747c-45e9-bd7d-6002504bf397
FirstCare Health Services,internalMedicine,"['Renal Dialysis', 'Internal Medicine', 'Obstetrics and Gynecology', 'ENT', 'General Surgery', 'Pediatrics', 'Psychiatry and Psychotherapy', 'Ultrasound', 'ECG', 'Holter', 'Labs']","['Ultrasound', 'ECG', 'Holter', 'Labs']","['Renal Unit', 'Internal Medicine', 'Obstetrics and Gynecology', 'ENT', 'General Surgery', 'Pediatrics', 'Psychiatry and Psychotherapy']",False,,c052f400-4bcc-4db0-b2e7-08cbc58dded1
FOCOS Orthopaedic Hospital Ghana,orthopedicSurgery,['Offers diagnostic services'],[],"['Orthopaedic specialist center in Ghana providing holistic complex surgical care, diagnostics, research and teaching', 'Engages in research and teaching']",True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,bcc9b4a3-af4b-446f-ad8f-7944d3c0b359
FOCOS Orthopaedic Hospital Ghana,orthopedicSurgery,"['holistic complex surgical care', 'diagnostics', 'research', 'teaching']",[],"['orthopaedic specialist center', 'ICU', 'NICU', 'Trauma']",True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,b079a8b4-60ca-4fdd-a80a-2f9160658623
Forever Champion Health Centre,internalMedicine,[],[],[],True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,c87299c2-a06b-4c61-9202-c9b4ced16539
Forever Medicals GH,generalSurgery,[],[],[],False,,296c059b-3577-4f48-af30-1f75358e46eb
Foundation Human Nature,internalMedicine,[],[],[],False,,f5b8bd79-53e8-4fde-bfec-0e430c358ded
Fr. Thomas Alan Rooney Memorial Catholic Hospital,internalMedicine,[],[],[],True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,0a8f1f40-5c70-4ef7-8fed-2d085f13f7f8
Framada Dental Clinic,dentistry,"['General Dentistry', 'Orthodontics', 'Restorative Dentistry', 'Maxillofacial Surgery', 'Periodontics', 'Paediatric Dentistry']",[],[],False,,b27ecc9c-7cbf-4884-b21f-dc47d1d773f9
Framada Dental Clinic,dentistry,[],[],[],False,,af33040b-325b-4df1-8f9d-036d082ee98a
Franklyn Medical Center,internalMedicine,[],[],[],False,,2f25492e-31ef-41ab-bdee-ab1a8754a286
Freedom Aid Ghana,internalMedicine,[],[],[],False,,908d3376-31e1-481a-93a6-9bce698918f7
Freshwater Wellness & Therapeutic Clinic Ghana,internalMedicine,"['Offers health, wellness and therapy services']",[],[],False,,d0319b5d-9d87-41cc-b1ad-e5b662129238
Ga East Municipal Hospital,internalMedicine,"['Offers online booking', 'Offers delivery service', 'Offers reservations']",[],[],True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,a6823f42-c142-4f8d-8963-17cf93380f56
Ga South Municipal Hospital,internalMedicine,[],[],[],True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,0cd08b82-6a41-4b9a-9980-79658c3a6e48
"Gak Clinic - Osu, Accra",internalMedicine,[],[],[],False,,ea08f2f9-ed9c-40ba-ad36-e4cbff706a8f
